// Default buttons.
// CORNER - Top left corner which is flipped, not scaled.
// VEDGE  - Vertical edge.  Stretched to fit between the top and botton corners.
// HEDGE  - Horizontal edge.  Stretched to fit between the left and right corners.
// CENTER - Stretched to fit between the edges.
// Elements are drawn similar to the normal button.
MARS_LIST_IDLE_BACKGROUND_CORNER,GUI/StarMapElements.tga,185,330,8,8
MARS_LIST_IDLE_BACKGROUND_CENTER,GUI/StarMapElements.tga,192,337,1,1
MARS_LIST_IDLE_BACKGROUND_VEDGE,GUI/StarMapElements.tga,185,337,8,1
MARS_LIST_IDLE_BACKGROUND_HEDGE,GUI/StarMapElements.tga,192,330,1,8
MARS_LIST_SELECTION,GUI/StarMapBorders.tga,0,151,170,14

// Default slider
MARS_SLIDER_TRACK_IDLE_CAPL,GUI/StarMapBorders.tga,2,169,6,11
MARS_SLIDER_TRACK_IDLE_CAPR,GUI/StarMapBorders.tga,38,169,6,11
MARS_SLIDER_TRACK_IDLE_CENTER,GUI/StarMapBorders.tga,16,169,1,11
MARS_SLIDER_THUMB_IDLE,GUI/StarMapBorders.tga,46,169,15,11
MARS_SLIDER_THUMB_MOUSEOVER,GUI/StarMapBorders.tga,61,169,15,11
MARS_SLIDER_THUMB_PRESSED,GUI/StarMapBorders.tga,76,169,15,11
MARS_SLIDER_THUMB_DISABLED,GUI/StarMapBorders.tga,91,169,15,11

// Default check box.
MARS_CHECKBOX_IDLE_UNCHECKED,GUI/StarMapBorders.tga,261,166,12,12
MARS_CHECKBOX_IDLE_CHECKED,GUI/StarMapBorders.tga,289,166,12,12
MARS_CHECKBOX_DISABLED_UNCHECKED,GUI/StarMapBorders.tga,261,166,12,12
MARS_CHECKBOX_DISABLED_CHECKED,GUI/StarMapBorders.tga,289,166,12,12
MARS_CHECKBOX_MOUSEOVER_UNCHECKED,GUI/StarMapBorders.tga,275,166,12,12
MARS_CHECKBOX_MOUSEOVER_CHECKED,GUI/StarMapBorders.tga,303,166,12,12
MARS_CHECKBOX_PRESSED_UNCHECKED,GUI/StarMapBorders.tga,261,166,12,12
MARS_CHECKBOX_PRESSED_CHECKED,GUI/StarMapBorders.tga,289,166,12,12

// Default micro arrows

MARS_ARROW_BUTTON_UP_IDLE,GUI/Arrows.tga,0,46,18,18
MARS_ARROW_BUTTON_UP_MOUSEOVER,GUI/Arrows.tga,21,46,18,18
MARS_ARROW_BUTTON_UP_DISABLED,GUI/Arrows.tga,21,24,18,18
MARS_ARROW_BUTTON_UP_PRESSED,GUI/Arrows.tga,43,46,18,18

MARS_ARROW_BUTTON_DOWN_IDLE,GUI/Arrows.tga,0,0,18,18
MARS_ARROW_BUTTON_DOWN_MOUSEOVER,GUI/Arrows.tga,21,0,18,18
MARS_ARROW_BUTTON_DOWN_DISABLED,GUI/Arrows.tga,0,24,18,18
MARS_ARROW_BUTTON_DOWN_PRESSED,GUI/Arrows.tga,43,0,18,18

MARS_ARROW_BUTTON_LEFT_IDLE,GUI/Arrows.tga,65,0,18,18
MARS_ARROW_BUTTON_LEFT_MOUSEOVER,GUI/Arrows.tga,86,0,18,18
MARS_ARROW_BUTTON_LEFT_DISABLED,GUI/Arrows.tga,86,24,18,18
MARS_ARROW_BUTTON_LEFT_PRESSED,GUI/Arrows.tga,109,0,18,18

MARS_ARROW_BUTTON_RIGHT_IDLE,GUI/Arrows.tga,65,46,18,18
MARS_ARROW_BUTTON_RIGHT_MOUSEOVER,GUI/Arrows.tga,86,46,18,18
MARS_ARROW_BUTTON_RIGHT_DISABLED,GUI/Arrows.tga,65,24,18,18
MARS_ARROW_BUTTON_RIGHT_PRESSED,GUI/Arrows.tga,109,46,18,18

MARS_LIST_EXPAND_IDLE,GUI/StarMapBorders.tga,262,134,11,11
MARS_LIST_EXPAND_MOUSEOVER,GUI/StarMapBorders.tga,275,134,11,11
MARS_LIST_EXPAND_PRESSED,GUI/StarMapBorders.tga,288,134,11,11
MARS_LIST_COLLAPSE_IDLE,GUI/StarMapBorders.tga,262,147,11,11
MARS_LIST_COLLAPSE_MOUSEOVER,GUI/StarMapBorders.tga,275,147,11,11
MARS_LIST_COLLAPSE_PRESSED,GUI/StarMapBorders.tga,288,147,11,11

MARS_FUZZY_BORDER_CORNER,GUI/fuzzyedge.tga,0,0,64,64
MARS_FUZZY_BORDER_VEDGE,GUI/fuzzyedge.tga,0,63,64,1
MARS_FUZZY_BORDER_HEDGE,GUI/fuzzyedge.tga,63,0,1,64






// Climate Hazzard slider.
CLIMATEHAZARD_IDLE_TRACK_CAPL,GUI/StarMapElements.tga,0,0,0,0
CLIMATEHAZARD_IDLE_TRACK_CAPR,GUI/StarMapElements.tga,0,0,0,0
CLIMATEHAZARD_IDLE_TRACK_CENTER,GUI/StarMapElements.tga,7,121,265,7
CLIMATEHAZARD_IDLE_THUMB,GUI/StarMapElements.tga,38,218,8,8

// Used by several sliders that control aspects of a player's empire.
EMPIRE_SLIDER_THUMB_IDLE,GUI/StarMapElements.tga,45,188,5,5
EMPIRE_SLIDER_THUMB_MOUSEOVER,GUI/StarMapElements.tga,45,180,5,5
EMPIRE_SLIDER_THUMB_PRESSED,GUI/StarMapElements.tga,34,180,5,5
EMPIRE_SLIDER_THUMB_DISABLED,GUI/StarMapElements.tga,34,172,5,5

// Overharvest slider
OVERHARVEST_IDLE_TRACK_CAPL,GUI/StarMapElements.tga,5,145,5,7
OVERHARVEST_IDLE_TRACK_CAPR,GUI/StarMapElements.tga,134,145,5,7
OVERHARVEST_IDLE_TRACK_CENTER,GUI/StarMapElements.tga,10,145,124,7

// Planetary budget slider.
SYSTEMBUDGET_IDLE_TRACK,GUI/StarMapElements.tga,5,157,134,7
SYSTEMBUDGET_IDLE_TRACK_CAPL,GUI/StarMapElements.tga,5,157,5,7
SYSTEMBUDGET_IDLE_TRACK_CAPR,GUI/StarMapElements.tga,134,157,5,7
SYSTEMBUDGET_IDLE_TRACK_CENTER,GUI/StarMapElements.tga,10,157,124,7

// Empire budget slider.
EMPIREBUDGET_IDLE_TRACK_CAPL,GUI/StarMapElements.tga,5,134,5,7
EMPIREBUDGET_IDLE_TRACK_CAPR,GUI/StarMapElements.tga,134,134,5,7
EMPIREBUDGET_IDLE_TRACK_CENTER,GUI/StarMapElements.tga,10,134,124,7

// End turn button.
ENDTURN_IDLE_LEFT,GUI/StarMapElements.tga,5,300,21,40
ENDTURN_IDLE_CENTER,GUI/StarMapElements.tga,26,300,129,40
ENDTURN_IDLE_RIGHT,GUI/StarMapElements.tga,155,300,21,40
ENDTURN_MOUSEOVER_LEFT,GUI/StarMapElements.tga,5,342,21,40
ENDTURN_MOUSEOVER_CENTER,GUI/StarMapElements.tga,26,342,129,40
ENDTURN_MOUSEOVER_RIGHT,GUI/StarMapElements.tga,155,342,21,40
ENDTURN_PRESSED_LEFT,GUI/StarMapElements.tga,5,384,21,40
ENDTURN_PRESSED_CENTER,GUI/StarMapElements.tga,26,384,129,40
ENDTURN_PRESSED_RIGHT,GUI/StarMapElements.tga,155,384,21,40
ENDTURN_DISABLED_LEFT,GUI/StarMapElements.tga,5,426,21,40
ENDTURN_DISABLED_CENTER,GUI/StarMapElements.tga,26,426,129,40
ENDTURN_DISABLED_RIGHT,GUI/StarMapElements.tga,155,426,21,40

// The exit button on the star map, which is also
// commonly used to exit other screens as well.
EXITSCREEN_IDLE,GUI/StarMapElements.tga,239,430,31,31
EXITSCREEN_MOUSEOVER,GUI/StarMapElements.tga,297,430,31,31
EXITSCREEN_PRESSED,GUI/StarMapElements.tga,355,430,31,31
EXITSCREEN_DISABLED,GUI/StarMapElements.tga,413,430,31,31

TITLEBAR_BACKGROUND,GUI/StarMapBorders.tga,0,0,440,55
TITLEBAR_CAP,GUI/StarMapBorders.tga,0,0,30,55
TITLEBAR_FILL,GUI/StarMapBorders.tga,30,0,1,55

SCREENBAR_OVERLAY_LEFT_L,GUI/StarMapElements.tga,4,469,15,40
SCREENBAR_OVERLAY_LEFT_C,GUI/StarMapElements.tga,19,469,1,40
SCREENBAR_OVERLAY_LEFT_R,GUI/StarMapElements.tga,20,469,205,40
SCREENBAR_OVERLAY_RIGHT_L,GUI/StarMapElements.tga,286,469,205,40
SCREENBAR_OVERLAY_RIGHT_C,GUI/StarMapElements.tga,491,469,1,40
SCREENBAR_OVERLAY_RIGHT_R,GUI/StarMapElements.tga,491,469,20,40
SCREENBAR_OVERLAY_CENTER,GUI/StarMapElements.tga,210,426,1,40

SCREENBAR_BACKGROUND_LEFT,GUI/StarMapElements.tga,4,469,20,40
SCREENBAR_BACKGROUND_RIGHT,GUI/StarMapElements.tga,485,469,26,40
SCREENBAR_BACKGROUND_CENTER,GUI/StarMapElements.tga,24,469,1,40
SCREENBAR_EXIT_BACKGROUND,GUI/StarMapElements.tga,457,426,51,39,// Background for the button. Button is justfied right and centered.
SCREENBAR_BUTTONBG,GUI/ticker_buttons.tga,44,43,36,36
SCREENBAR_BUTTONBG_CHECK,GUI/ticker_buttons.tga,44,86,36,36

OBJECTIVES_CHECKCOMPLETE,GUI/ticker_buttons.tga,84,43,36,36
OBJECTIVES_CHECKINCOMPLETE,GUI/UnCheckBox.tga,0,0,32,32


TICKER_OVERLAY_LEFT,GUI/StarMapElements.tga,4,469,235,40
TICKER_OVERLAY_RIGHT,GUI/StarMapElements.tga,276,469,235,40
TICKER_OVERLAY_CENTER,GUI/StarMapElements.tga,210,426,1,40
TICKER_BAR,GUI/StarMapElements.tga,190,426,1,40

EVENTS_BACKGROUND,GUI/Events/EventBG.tga,0,0,512,108
EVENTS_BUTTONBAR,GUI/Events/EventBG.tga,0,108,512,20
EVENTS_NEXT_IDLE,GUI/Events/EventButtons.tga,0,0,128,19
EVENTS_NEXT_MOUSEOVER,GUI/Events/EventButtons.tga,0,22,128,19
EVENTS_NEXT_PRESSED,GUI/Events/EventButtons.tga,0,44,128,19
EVENTS_PREV_IDLE,GUI/Events/EventButtons.tga,0,66,128,19
EVENTS_PREV_MOUSEOVER,GUI/Events/EventButtons.tga,0,88,128,19
EVENTS_PREV_PRESSED,GUI/Events/EventButtons.tga,0,110,128,19
EVENTS_IMAGE_STATIC,GUI/Events/static_screen.tga,0,0,205,101

// In general, event sprites for SpeciesX appear in a texture file
// prefixed with SpeciesX.  The rects for the sprites remain the same
// for each different species (ie,the textures are organizes identically).
// To make things easier to manage,the filename in the sprite table for
// these event sprites is assumed to have %s, so we can pass it in to
// sprintf to build the real file name.  In the special cases where one
// species has an event that the others do not (eg hiver gates),the sprite
// just goes into a separate file,and the %s is left out of the filename
// in the sprite table (and thus,sprintf leaves the filename unmodified).
// The code doesn't need to be changed for these special cases.
EVENT_FLEET_EXPLORED,GUI/Events/%s_tv_events512.tga,0,101,205,101
EVENT_FLEET_ARRIVED,GUI/Events/%s_tv_events512.tga,0,0,205,101
EVENT_FLEET_NOFUEL,GUI/Events/%s_tv_events512_2.tga,205,101,205,101
EVENT_FLEET_NOENGINES,GUI/Events/%s_tv_events512_3.tga,205,303,205,101
EVENT_FLEET_RETREATED_VIA_TELEPORT,GUI/Events/special_events512_3.tga,0,202,205,101
EVENT_FLEET_INTERCEPT_ABORTED,GUI/Events/special_events512.tga,0,404,205,101
EVENT_FLEET_INTERCEPT_COMPLETE,GUI/Events/special_events512_4.tga,205,404,205,101
EVENT_FLEET_AUTOREFUEL_FAILED,GUI/Events/special_events512_2.tga,205,303,205,101
EVENT_FLEET_AUTOREPAIR_FAILED,GUI/Events/special_events512_2.tga,0,404,205,101
EVENT_FLEET_MULTIPOINT_NONODE,GUI/Events/special_events512_2.tga,0,0,205,101
EVENT_FLEET_MULTIPOINT_NOGATE,GUI/Events/special_events512_2.tga,0,0,205,101
EVENT_SHIPS_BUILT,GUI/Events/%s_tv_events512.tga,0,202,205,101
EVENT_FREIGHTERS_BUILT,GUI/Events/%s_tv_events512_4.tga,0,0,205,101
EVENT_RESEARCH_COMPLETE,GUI/Events/%s_tv_events512.tga,205,0,205,101
EVENT_RESEARCH_UNDERBUDGET,GUI/Events/%s_tv_events512_2.tga,205,303,205,101
EVENT_RESEARCH_OVERBUDGET,GUI/Events/%s_tv_events512_2.tga,0,202,205,101
EVENT_NO_RESEARCH,GUI/Events/%s_tv_events512_2.tga,205,202,205,101
EVENT_DEFEAT,GUI/Events/%s_tv_events512.tga,0,303,205,101
EVENT_VICTORY,GUI/Events/%s_tv_events512.tga,0,404,205,101
EVENT_ENGAGED,GUI/Events/%s_tv_events512.tga,0,303,205,101
EVENT_NODECANNON_FLINGS,GUI/Events/special_events512_8.tga,205,101,205,101
EVENT_NODECANNON_KILLS,GUI/Events/special_events512_8.tga,0,202,205,101
EVENT_PLAGUE_OUTBREAK,GUI/Events/%s_tv_events512.tga,205,101,205,101
EVENT_PLAGUE_CURED,GUI/Events/%s_tv_events512.tga,205,202,205,101
EVENT_MINE_REFINE_POSNEWS,GUI/Events/%s_tv_events512.tga,205,303,205,101
EVENT_MINE_REFINE_NEGNEWS,GUI/Events/%s_tv_events512.tga,205,404,205,101
EVENT_MINING_DUMPORE,GUI/Events/%s_tv_events512_2.tga,0,404,205,101
EVENT_COLONY_ESTABLISHED,GUI/Events/%s_tv_events512_2.tga,0,101,205,101
EVENT_COLONY_NEWSETTLERS,GUI/Events/%s_tv_events512_2.tga,0,0,205,101
EVENT_COLONY_ACQUIRED_BYASSIM,GUI/Events/%s_tv_events512_2.tga,0,101,205,101,// Same as colony established,for now.
EVENT_COLONY_ABANDONED,GUI/Events/%s_tv_events512_2.tga,205,0,205,101
EVENT_COLONY_BANKRUPT,GUI/Events/%s_tv_events512_2.tga,205,0,205,101,// Same as colony abandoned.
EVENT_COLONY_DESTROYEDBYCOMBAT,GUI/Events/%s_tv_events512_2.tga,0,303,205,101
EVENT_COLONY_DESTROYEDBYPLAGUE,GUI/Events/%s_tv_events512_2.tga,205,0,205,101,// Same as colony abandoned.
EVENT_COLONY_ALIENS_DISBANDED,GUI/Events/special_events512_13.tga,0,202,205,101
EVENT_INFRA_COMPLETED,GUI/Events/special_events512_11.tga,205,0,205,101
EVENT_TERRA_COMPLETED,GUI/Events/special_events512_11.tga,0,0,205,101
EVENT_GATE_DEPLOYED,GUI/Events/special_events512.tga,0,0,205,101
EVENT_LABACCIDENT_SMALL,GUI/Events/%s_tv_events512_3.tga,0,0,205,101
EVENT_LABACCIDENT_MEDIUM,GUI/Events/%s_tv_events512_3.tga,205,0,205,101
EVENT_LABACCIDENT_LARGE,GUI/Events/%s_tv_events512_3.tga,0,101,205,101
EVENT_FARCAST_SUCCESS,GUI/Events/special_events512.tga,205,303,205,101
EVENT_FARCAST_FAILED,GUI/Events/special_events512.tga,205,404,205,101
EVENT_OVERHARVEST_WARNING,GUI/Events/%s_tv_events512_3.tga,0,202,205,101
EVENT_SHARESYSSTATS,GUI/Events/special_events512_7.tga,0,404,205,101
EVENT_GIVE_RESEARCH,GUI/Events/special_events512_2.tga,0,202,205,101
EVENT_GIVE_SAVINGS,GUI/Events/special_events512_2.tga,205,202,205,101
EVENT_AIREBELLION,GUI/Events/special_events512.tga,205,202,205,101
EVENT_AIREBELLION_TERMBYVIRUS,GUI/Events/special_events512_2.tga,205,0,205,101
EVENT_AIREBELLION_TERMBYSLAVE,GUI/Events/special_events512_2.tga,205,0,205,101
EVENT_SPRJBACKENG_UNLOCKED,GUI/Events/special_events512_4.tga,0,101,205,101
EVENT_SPRJBACKENG_COMPLETE,GUI/Events/special_events512_4.tga,205,101,205,101
EVENT_SPRJTECHOFFER_STARTED,GUI/Events/special_events512_13.tga,0,0,205,101
EVENT_SPRJTECHOFFER_CANCELLED,GUI/Events/special_events512_13.tga,205,0,205,101
EVENT_SPRJTECHOFFER_COMPLETE,GUI/Events/special_events512_13.tga,0,101,205,101
EVENT_PEACEFUL_ENCOUNTER,GUI/Events/special_events512_6.tga,205,303,205,101
EVENT_SYSTEM_SURRENDERED,GUI/Events/special_events512_10.tga,205,404,205,101
EVENT_CROWRUINS_DISABLED,GUI/Events/special_events512_11.tga,0,101,205,101
EVENT_CLOAKED_SPOTTED,GUI/Events/special_events512_9.tga,205,303,205,101
EVENT_TECHS_UNLOCKED,GUI/Events/special_events512_13.tga,205,202,205,101
// ...system killer
EVENT_SYSKILL_FLEET_HALTED,GUI/Events/special_events512_3.tga,205,404,205,101
EVENT_SYSKILL_FLEET_HALTED_VIANODE,GUI/Events/special_events512_3.tga,205,404,205,101
EVENT_SYSKILL_FLEET_DESTROYED_VIANODE,GUI/Events/special_events512_3.tga,205,303,205,101
EVENT_PLANET_DESTROYED,GUI/Events/special_events512_3.tga,0,303,205,101
// ...bankruptcy events
EVENT_PLAYER_BANKRUPT,GUI/Events/special_events512_2.tga,205,404,205,101,// Player out of the game.
EVENT_PLAYER_BANKRUPTCY_IMMINENT,GUI/Events/special_events512_3.tga,0,404,205,101
EVENT_PLAYER_BANKRUPTCY_AVOIDED,GUI/Events/special_events512_3.tga,205,0,205,101,// Player not in danger of bankruptcy anymore.
EVENT_PLAYER_BANKRUPTCY_PROTECTION,GUI/Events/special_events512_3.tga,0,0,205,101,// Reduced expenses (abandoned colonies,etc)
EVENT_PLAYER_ECONOMY_OK,GUI/Events/special_events512_3.tga,205,101,205,101,// Player not at risk of having expenses reduced anymore.
EVENT_PLAYER_ECONOMY_WARNING,GUI/Events/special_events512_3.tga,0,101,205,101,// Player at risk of having expenses reduced.
// ...special encounters
EVENT_VONNEUMANN,GUI/Events/special_events512.tga,0,303,205,101
EVENT_SWARM,GUI/Events/special_events512.tga,205,101,205,101
EVENT_SWARMQUEEN,GUI/Events/special_events512_8.tga,0,101,205,101
EVENT_DERELICT,GUI/Events/%s_tv_events512_2.tga,205,404,205,101
EVENT_MONITOR,GUI/Events/special_events512_2.tga,205,101,205,101
EVENT_METEOR,GUI/Events/special_events512.tga,0,202,205,101
EVENT_PIRATE,GUI/Events/special_events512_3.tga,205,202,205,101
EVENT_THEHERALD,GUI/Events/special_events512_3.tga,0,303,205,101
EVENT_SYSTEMKILLER,GUI/Events/special_events512_6.tga,0,303,205,101
EVENT_PUPPETMASTER,GUI/Events/special_events512_4.tga,0,0,205,101
EVENT_SLAVERSREFUEL,GUI/Events/special_events512_3.tga,205,202,205,101
EVENT_GASCLOUD,GUI/Events/special_events512_7.tga,205,303,205,101
EVENT_CROWSNEST,GUI/Events/special_events512_7.tga,0,303,205,101
EVENT_GRAVTRAP,GUI/Events/special_events512_8.tga,205,0,205,101
EVENT_LOCUST,GUI/Events/special_events512_7.tga,205,202,205,101
EVENT_BERSERKER,GUI/Events/special_events512_8.tga,0,0,205,101
EVENT_CROWDEFENDERS,GUI/Events/special_events512_8.tga,0,404,205,101
EVENT_CROWRUINS,GUI/Events/special_events512_8.tga,205,404,205,101
EVENT_TRADERAIDERS,GUI/Events/special_events512_7.tga,0,0,205,101
EVENT_VNHOME,GUI/Events/special_events512_10.tga,0,202,205,101
EVENT_VNHOME_DISCOVERED,GUI/Events/special_events512_10.tga,205,202,205,101
EVENT_VNHOME_DISCOVERED_DEAD,GUI/Events/special_events512_10.tga,0,303,205,101
EVENT_VNFINSOL,GUI/Events/special_events512_10.tga,205,303,205,101
EVENT_ORTGAY,GUI/Events/special_events512_9.tga,205,0,205,101
EVENT_ORTGAY_ARRIVED,GUI/Events/special_events512_9.tga,0,0,205,101
EVENT_ORTGAY_LEAVING,GUI/Events/special_events512_9.tga,0,0,205,101
EVENT_REFUGEES,GUI/Events/special_events512_9.tga,0,101,205,101
EVENT_REFUGEES_ACCEPTED,GUI/Events/special_events512_9.tga,205,101,205,101
EVENT_REFUGEES_REFUSED,GUI/Events/special_events512_9.tga,0,202,205,101
EVENT_REFUGEES_DEFEATED,GUI/Events/special_events512_9.tga,205,202,205,101
EVENT_REFUGEES_REVOLT,GUI/Events/special_events512_9.tga,0,303,205,101
EVENT_PROGRESSIONWARS_CONVOY_COUNTDOWN,GUI/Events/special_events512_12.tga,0,101,205,101
EVENT_PROGRESSIONWARS_CONVOY_ARRIVED,GUI/Events/special_events512_12.tga,0,0,205,101
EVENT_GATHERING_NEARVICTORY,GUI/Events/special_events512_12.tga,205,202,205,101
EVENT_GATHERING_OPPONENTNEARVICTORY,GUI/Events/special_events512_12.tga,0,202,205,101
EVENT_GATHERING_FIRSTCIVS,GUI/Events/special_events512_12.tga,0,302,205,101
EVENT_LANDGRAB_NEARVICTORY,GUI/Events/special_events512_13.tga,0,303,205,101

DIALOG_PROGRESSIONWARS_CONVOY_LAUNCHED,GUI/Events/Progression.tga,0,72,512,352

// ... addiction
EVENT_ADDICTION,GUI/Events/special_events512_9.tga,0,404,205,101
EVENT_TEMPERANCE,GUI/Events/special_events512_9.tga,205,404,205,101

// ...player surrendered
EVENT_PLAYER_SURRENDERED_HUMAN,GUI/Events/special_events512_6.tga,0,202,205,101
EVENT_PLAYER_SURRENDERED_HIVER,GUI/Events/special_events512_6.tga,0,202,205,101
EVENT_PLAYER_SURRENDERED_TARKAS,GUI/Events/special_events512_6.tga,0,202,205,101
EVENT_PLAYER_SURRENDERED_LIIR,GUI/Events/special_events512_6.tga,0,202,205,101
EVENT_PLAYER_SURRENDERED_ZUUL,GUI/Events/special_events512_6.tga,0,202,205,101
EVENT_PLAYER_SURRENDERED_MORRIGI,GUI/Events/special_events512_6.tga,0,202,205,101

// ...player eliminated
EVENT_PLAYER_ELIMINATED_HUMAN,GUI/Events/human_tv_events512_3.tga,205,202,205,101
EVENT_PLAYER_ELIMINATED_HIVER,GUI/Events/hiver_tv_events512_3.tga,205,202,205,101
EVENT_PLAYER_ELIMINATED_TARKAS,GUI/Events/tarkas_tv_events512_3.tga,205,202,205,101
EVENT_PLAYER_ELIMINATED_LIIR,GUI/Events/liir_tv_events512_3.tga,205,202,205,101
EVENT_PLAYER_ELIMINATED_ZUUL,GUI/Events/zuul_tv_events512_3.tga,205,202,205,101
EVENT_PLAYER_ELIMINATED_MORRIGI,GUI/Events/morrigi_tv_events512_3.tga,205,202,205,101

// ...victory screens
EVENT_GAMEOVER_VICTORIOUS_HUMAN,GUI/Events/human_tv_events512_3.tga,0,303,205,101
EVENT_GAMEOVER_VICTORIOUS_HIVER,GUI/Events/hiver_tv_events512_3.tga,0,303,205,101
EVENT_GAMEOVER_VICTORIOUS_TARKAS,GUI/Events/tarkas_tv_events512_3.tga,0,303,205,101
EVENT_GAMEOVER_VICTORIOUS_LIIR,GUI/Events/liir_tv_events512_3.tga,0,303,205,101
EVENT_GAMEOVER_VICTORIOUS_ZUUL,GUI/Events/zuul_tv_events512_3.tga,0,303,205,101
EVENT_GAMEOVER_VICTORIOUS_MORRIGI,GUI/Events/morrigi_tv_events512_3.tga,0,303,205,101

// ...alliance changes
EVENT_BETRAYAL,GUI/Events/special_events512.tga,205,0,205,101
EVENT_ALLIANCE_DISBANDED,GUI/Events/special_events512.tga,205,0,205,101
EVENT_ALLIANCE_CREATED,GUI/Events/special_events512_4.tga,205,0,205,101
EVENT_YOU_LEFT_ALLIANCE,GUI/Events/special_events512.tga,205,0,205,101
EVENT_PLAYER_LEFT_ALLIANCE,GUI/Events/special_events512.tga,205,0,205,101
